word,synonyms
আনন্দ393,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ393,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি393,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত393,"দৃঢ়, কঠিন, মজবুত"
দুর্বল393,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর393,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়393,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম394,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত394,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস394,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ394,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ394,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি394,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত394,"দৃঢ়, কঠিন, মজবুত"
দুর্বল394,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর394,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়394,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম395,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত395,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস395,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ395,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ395,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি395,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত395,"দৃঢ়, কঠিন, মজবুত"
দুর্বল395,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর395,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়395,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম396,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত396,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস396,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ396,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ396,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি396,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত396,"দৃঢ়, কঠিন, মজবুত"
দুর্বল396,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর396,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়396,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম397,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত397,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস397,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ397,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ397,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি397,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত397,"দৃঢ়, কঠিন, মজবুত"
দুর্বল397,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর397,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়397,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম398,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত398,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস398,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ398,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ398,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি398,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত398,"দৃঢ়, কঠিন, মজবুত"
দুর্বল398,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর398,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়398,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম399,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত399,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস399,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ399,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ399,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি399,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত399,"দৃঢ়, কঠিন, মজবুত"
দুর্বল399,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর399,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়399,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম400,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত400,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস400,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ400,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ400,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি400,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত400,"দৃঢ়, কঠিন, মজবুত"
দুর্বল400,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর400,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়400,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম401,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত401,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস401,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ401,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ401,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি401,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত401,"দৃঢ়, কঠিন, মজবুত"
দুর্বল401,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর401,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়401,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম402,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত402,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস402,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ402,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ402,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি402,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত402,"দৃঢ়, কঠিন, মজবুত"
দুর্বল402,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর402,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়402,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম403,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত403,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস403,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ403,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ403,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি403,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত403,"দৃঢ়, কঠিন, মজবুত"
দুর্বল403,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর403,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়403,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম404,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত404,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস404,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ404,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ404,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি404,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত404,"দৃঢ়, কঠিন, মজবুত"
দুর্বল404,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর404,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়404,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম405,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত405,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস405,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ405,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ405,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি405,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত405,"দৃঢ়, কঠিন, মজবুত"
দুর্বল405,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর405,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়405,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম406,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত406,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস406,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ406,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ406,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি406,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত406,"দৃঢ়, কঠিন, মজবুত"
দুর্বল406,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর406,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়406,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম407,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত407,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস407,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ407,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ407,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি407,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত407,"দৃঢ়, কঠিন, মজবুত"
দুর্বল407,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর407,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়407,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম408,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত408,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস408,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ408,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ408,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি408,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত408,"দৃঢ়, কঠিন, মজবুত"
দুর্বল408,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর408,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়408,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম409,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত409,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস409,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ409,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ409,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি409,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত409,"দৃঢ়, কঠিন, মজবুত"
দুর্বল409,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর409,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়409,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম410,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত410,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস410,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ410,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ410,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি410,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত410,"দৃঢ়, কঠিন, মজবুত"
দুর্বল410,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর410,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়410,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম411,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত411,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস411,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ411,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ411,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি411,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত411,"দৃঢ়, কঠিন, মজবুত"
দুর্বল411,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর411,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়411,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম412,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত412,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস412,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ412,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ412,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি412,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত412,"দৃঢ়, কঠিন, মজবুত"
দুর্বল412,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর412,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়412,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম413,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত413,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস413,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ413,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ413,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি413,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত413,"দৃঢ়, কঠিন, মজবুত"
দুর্বল413,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর413,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়413,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম414,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত414,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস414,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ414,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ414,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি414,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত414,"দৃঢ়, কঠিন, মজবুত"
দুর্বল414,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর414,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়414,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম415,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত415,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস415,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ415,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ415,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি415,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত415,"দৃঢ়, কঠিন, মজবুত"
দুর্বল415,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর415,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়415,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম416,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত416,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস416,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ416,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ416,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি416,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত416,"দৃঢ়, কঠিন, মজবুত"
দুর্বল416,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর416,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়416,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম417,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত417,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস417,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ417,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ417,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি417,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত417,"দৃঢ়, কঠিন, মজবুত"
দুর্বল417,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর417,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়417,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম418,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত418,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস418,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ418,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ418,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি418,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত418,"দৃঢ়, কঠিন, মজবুত"
দুর্বল418,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর418,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়418,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম419,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত419,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস419,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ419,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ419,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি419,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত419,"দৃঢ়, কঠিন, মজবুত"
দুর্বল419,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর419,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়419,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম420,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত420,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস420,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ420,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ420,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি420,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত420,"দৃঢ়, কঠিন, মজবুত"
দুর্বল420,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর420,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়420,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম421,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত421,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস421,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ421,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ421,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি421,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত421,"দৃঢ়, কঠিন, মজবুত"
দুর্বল421,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর421,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়421,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম422,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত422,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস422,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ422,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ422,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি422,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত422,"দৃঢ়, কঠিন, মজবুত"
দুর্বল422,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর422,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়422,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম423,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত423,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস423,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ423,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ423,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি423,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত423,"দৃঢ়, কঠিন, মজবুত"
দুর্বল423,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর423,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়423,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম424,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত424,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস424,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ424,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ424,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি424,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত424,"দৃঢ়, কঠিন, মজবুত"
দুর্বল424,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর424,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়424,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম425,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত425,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস425,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ425,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ425,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি425,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত425,"দৃঢ়, কঠিন, মজবুত"
দুর্বল425,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর425,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়425,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম426,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত426,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস426,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ426,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ426,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি426,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত426,"দৃঢ়, কঠিন, মজবুত"
দুর্বল426,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর426,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়426,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম427,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত427,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস427,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ427,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ427,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি427,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত427,"দৃঢ়, কঠিন, মজবুত"
দুর্বল427,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর427,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়427,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম428,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত428,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস428,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ428,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ428,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি428,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত428,"দৃঢ়, কঠিন, মজবুত"
দুর্বল428,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর428,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়428,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম429,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত429,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস429,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ429,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ429,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি429,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত429,"দৃঢ়, কঠিন, মজবুত"
দুর্বল429,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর429,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়429,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম430,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত430,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস430,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ430,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ430,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি430,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত430,"দৃঢ়, কঠিন, মজবুত"
দুর্বল430,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর430,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়430,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম431,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত431,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস431,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ431,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ431,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি431,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত431,"দৃঢ়, কঠিন, মজবুত"
দুর্বল431,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর431,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়431,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম432,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত432,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস432,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ432,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ432,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি432,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত432,"দৃঢ়, কঠিন, মজবুত"
দুর্বল432,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর432,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়432,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম433,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত433,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস433,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ433,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ433,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি433,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত433,"দৃঢ়, কঠিন, মজবুত"
দুর্বল433,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর433,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়433,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম434,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত434,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস434,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ434,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ434,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি434,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত434,"দৃঢ়, কঠিন, মজবুত"
দুর্বল434,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর434,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়434,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম435,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত435,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস435,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ435,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ435,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি435,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত435,"দৃঢ়, কঠিন, মজবুত"
